datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,preciptype,windgust,windspeed,cloudcover,visibility,uvindex,sunrise,sunset,conditions,description,icon,Close/Last,Volume,Open,High,Low,GasPrice
2016-08-04,"Austin, TX",97.5,75.1,86.9,106.1,75.1,92.3,72.3,64.4,0.0,,23.0,8.0,16.1,9.9,9.0,2016-08-04T06:51:40,2016-08-04T20:21:56,Clear,Clear conditions throughout the day.,clear-day,15.374,62132294,15.046,15.3907,14.8033,2.89
2016-08-05,"Austin, TX",97.4,76.0,86.9,106.7,76.0,92.8,72.8,65.4,0.0,,19.2,9.6,26.0,9.9,9.0,2016-08-05T06:52:17,2016-08-05T20:21:07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,15.3353,47855106,15.3333,15.4667,15.16,2.88
2016-08-08,"Austin, TX",99.2,77.8,88.2,107.8,77.8,93.8,72.4,62.3,0.004,rain,20.1,8.7,14.1,9.9,9.0,2016-08-08T06:54:05,2016-08-08T20:18:32,Rain,Clear conditions throughout the day with early morning rain.,rain,15.0773,33891958,15.2,15.3067,15.0727,2.85
2016-08-09,"Austin, TX",99.9,78.5,88.6,109.6,78.5,94.6,72.8,62.4,0.0,,22.1,8.7,37.9,9.9,9.0,2016-08-09T06:54:42,2016-08-09T20:17:38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,15.272,32996474,15.1213,15.4358,15.11,2.85
2016-08-10,"Austin, TX",100.2,80.4,89.5,107.6,86.4,96.8,73.0,61.3,0.0,,23.0,9.6,34.3,9.9,9.0,2016-08-10T06:55:18,2016-08-10T20:16:43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,15.0433,35047422,15.216,15.3247,14.9747,2.76
2016-08-11,"Austin, TX",101.1,78.5,89.2,110.0,78.5,96.4,73.8,63.6,0.0,,26.6,8.8,22.1,9.8,9.0,2016-08-11T06:55:54,2016-08-11T20:15:47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,14.994,28154371,15.078,15.1713,14.894,2.7
2016-08-12,"Austin, TX",102.4,78.5,88.5,115.0,78.5,95.2,73.4,64.3,0.043,rain,27.7,9.2,27.7,9.7,9.0,2016-08-12T06:56:29,2016-08-12T20:14:51,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,15.0407,27177736,15.0273,15.11,14.936,2.7
2016-08-15,"Austin, TX",76.3,71.0,73.3,76.3,71.0,73.3,72.1,96.1,1.771,rain,21.0,5.2,98.8,6.3,2.0,2016-08-15T06:58:16,2016-08-15T20:11:54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,15.0393,30269445,15.068,15.3,14.9953,2.75
2016-08-16,"Austin, TX",82.0,71.3,74.5,89.2,71.3,74.8,73.4,96.4,2.071,rain,18.1,7.0,94.7,6.8,3.0,2016-08-16T06:58:52,2016-08-16T20:10:54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,14.9073,33766708,15.0327,15.146,14.894,2.75
2016-08-17,"Austin, TX",82.0,74.9,77.3,90.2,74.9,78.6,75.0,93.1,0.244,rain,17.2,9.9,91.7,8.2,5.0,2016-08-17T06:59:27,2016-08-17T20:09:52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,14.8827,26796107,14.9553,14.9887,14.8533,2.76
2016-08-18,"Austin, TX",87.0,74.8,78.0,96.2,74.8,80.4,74.6,89.9,0.187,rain,21.9,7.8,77.7,9.5,7.0,2016-08-18T07:00:02,2016-08-18T20:08:50,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,14.9007,25489487,14.9213,15.044,14.8193,2.75
2016-08-19,"Austin, TX",92.4,74.8,82.3,101.9,74.8,86.6,74.6,80.0,0.042,rain,23.3,10.5,68.0,8.9,8.0,2016-08-19T07:00:37,2016-08-19T20:07:47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,15.0,24879228,14.9027,15.0113,14.8353,2.67
2016-08-22,"Austin, TX",91.0,74.9,80.7,100.0,74.9,84.3,73.7,81.0,0.042,rain,26.2,8.9,62.5,9.0,8.0,2016-08-22T07:02:21,2016-08-22T20:04:33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,14.862,30925365,14.9447,15.0073,14.8453,2.75
2016-08-23,"Austin, TX",92.8,78.3,84.2,100.5,78.3,88.5,73.7,72.8,0.0,,24.6,11.6,50.8,9.7,8.0,2016-08-23T07:02:55,2016-08-23T20:03:27,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,14.9893,71216139,14.9547,15.2327,14.8533,2.75
2016-08-24,"Austin, TX",92.6,75.9,83.4,99.9,75.9,87.4,72.9,72.9,0.0,,23.9,14.1,52.0,9.6,9.0,2016-08-24T07:03:30,2016-08-24T20:02:20,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,14.8413,38504186,15.1367,15.1433,14.8147,2.82
2016-08-25,"Austin, TX",93.2,74.5,82.3,102.1,74.5,86.2,73.2,75.8,0.028,rain,16.1,6.2,36.1,9.3,8.0,2016-08-25T07:04:04,2016-08-25T20:01:12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,14.7307,26403167,14.874,14.92,14.718,2.89
2016-08-26,"Austin, TX",91.9,74.4,81.6,98.4,74.4,84.8,72.9,76.8,0.0,,19.7,12.0,45.6,9.9,8.0,2016-08-26T07:04:38,2016-08-26T20:00:04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,14.666,33571288,14.8093,14.857,14.588,2.91
2016-08-29,"Austin, TX",89.9,73.7,78.8,97.9,73.7,80.8,72.5,82.5,0.164,rain,29.5,9.5,55.2,9.7,8.0,2016-08-29T07:06:19,2016-08-29T19:56:36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,14.3467,48920691,14.6767,14.6933,14.3333,2.97
2016-08-30,"Austin, TX",90.6,73.2,80.6,98.0,73.2,83.6,72.0,76.6,0.0,,23.3,9.4,55.7,9.9,7.0,2016-08-30T07:06:53,2016-08-30T19:55:25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,14.0893,47463306,14.4073,14.4073,14.0347,2.95
2016-08-31,"Austin, TX",92.8,73.8,82.7,101.1,73.8,86.9,72.4,73.1,0.065,rain,20.8,10.7,35.8,9.6,8.0,2016-08-31T07:07:26,2016-08-31T19:54:14,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,14.134,49122785,14.0287,14.1733,13.91,2.95
2016-09-01,"Austin, TX",93.5,75.1,84.0,100.7,75.1,87.9,72.1,69.5,0.0,,18.3,8.8,21.4,9.5,8.0,2016-09-01T07:07:59,2016-09-01T19:53:03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,13.3847,118986601,13.934,14.0733,13.3667,2.95
2016-09-02,"Austin, TX",91.2,74.6,80.6,102.0,74.6,83.8,71.9,75.6,0.027,rain,19.7,9.2,41.9,9.3,8.0,2016-09-02T07:08:33,2016-09-02T19:51:51,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,13.1853,89552265,13.4887,13.5467,13.08,2.88
2016-09-06,"Austin, TX",91.9,75.5,81.9,103.5,75.5,87.0,75.6,82.2,0.146,rain,26.8,10.2,60.7,8.9,8.0,2016-09-06T07:10:45,2016-09-06T19:46:59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,13.522,65792862,13.268,13.55,13.2667,2.88
2016-09-07,"Austin, TX",94.3,78.5,85.0,106.3,78.5,91.2,75.9,76.2,0.0,,20.4,9.9,62.0,9.4,7.0,2016-09-07T07:11:18,2016-09-07T19:45:45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,13.4473,54568743,13.7,13.7665,13.3807,2.77
2016-09-08,"Austin, TX",93.3,77.0,83.9,101.3,77.0,87.9,73.1,72.0,0.0,,21.9,11.2,34.6,9.6,9.0,2016-09-08T07:11:51,2016-09-08T19:44:31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,13.1573,50584370,13.3033,13.326,13.0907,2.88
2016-09-09,"Austin, TX",93.1,76.6,83.7,101.4,76.6,87.8,73.0,72.2,0.0,,21.9,9.5,38.5,9.8,8.0,2016-09-09T07:12:23,2016-09-09T19:43:16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,12.9647,56305982,13.2727,13.328,12.9133,2.93
2016-09-12,"Austin, TX",91.3,70.3,81.1,97.0,70.3,83.8,69.3,69.5,0.0,,14.5,7.9,13.4,9.9,7.0,2016-09-12T07:14:02,2016-09-12T19:39:32,Clear,Clear conditions throughout the day.,clear-day,13.22,55710707,13.0,13.4246,12.94,3.04
2016-09-13,"Austin, TX",92.9,73.2,82.0,98.9,73.2,85.0,71.8,73.6,0.0,,16.6,8.3,44.5,9.5,7.0,2016-09-13T07:14:34,2016-09-13T19:38:16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,13.07,53747073,13.1373,13.2327,12.8967,3.04
2016-09-14,"Austin, TX",91.7,76.1,82.6,97.7,76.1,86.1,71.3,69.9,0.001,rain,18.3,10.4,31.0,9.9,7.0,2016-09-14T07:15:07,2016-09-14T19:37:01,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,13.094,33842128,13.05,13.195,12.9904,3.07
2016-09-15,"Austin, TX",93.2,72.6,82.6,100.2,72.6,86.1,71.2,70.4,0.018,rain,17.2,11.0,19.4,9.6,7.0,2016-09-15T07:15:40,2016-09-15T19:35:45,Rain,Clear conditions throughout the day with late afternoon rain.,rain,13.3613,46244107,13.0993,13.5013,13.0933,2.98
2016-09-16,"Austin, TX",94.3,74.1,83.4,101.4,74.1,87.0,71.4,69.5,0.0,,12.3,6.1,21.1,9.8,8.0,2016-09-16T07:16:13,2016-09-16T19:34:30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,13.6933,46563967,13.3613,13.7133,13.2667,2.97
2016-09-19,"Austin, TX",98.0,75.5,85.8,108.3,75.5,91.5,73.1,68.4,0.0,,14.5,9.1,7.6,9.8,9.0,2016-09-19T07:17:52,2016-09-19T19:30:43,Clear,Clear conditions throughout the day.,clear-day,13.756,34474753,13.8,13.962,13.6667,3.0
2016-09-20,"Austin, TX",96.1,74.8,85.2,103.3,74.8,89.0,71.5,67.0,0.0,,12.5,7.0,13.4,9.8,8.0,2016-09-20T07:18:25,2016-09-20T19:29:27,Clear,Clear conditions throughout the day.,clear-day,13.6427,36128322,13.79,13.85,13.594,3.12
2016-09-21,"Austin, TX",93.5,75.7,83.6,95.3,75.7,85.4,69.1,65.1,0.001,rain,16.1,6.3,24.5,9.5,8.0,2016-09-21T07:18:58,2016-09-21T19:28:11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,13.6813,39469255,13.758,13.8,13.4373,3.19
2016-09-22,"Austin, TX",92.2,70.3,81.6,96.9,70.3,84.5,68.6,66.4,0.0,,17.4,9.9,29.8,9.8,8.0,2016-09-22T07:19:32,2016-09-22T19:26:56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,13.762,35723982,13.76,13.8187,13.5333,3.18
2016-09-23,"Austin, TX",91.3,75.1,81.6,99.2,75.1,85.1,74.1,79.3,0.029,rain,25.3,10.9,52.4,9.3,7.0,2016-09-23T07:20:05,2016-09-23T19:25:40,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,13.83,43561853,13.7327,14.012,13.7113,3.06
2016-09-26,"Austin, TX",73.6,67.1,71.4,73.6,67.1,71.4,68.4,90.5,1.259,rain,24.8,12.3,97.5,8.2,3.0,2016-09-26T07:21:47,2016-09-26T19:21:55,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,13.9327,35900577,13.7667,14.0667,13.7667,3.06
2016-09-27,"Austin, TX",78.7,66.8,71.5,78.7,66.8,71.5,62.6,74.5,0.0,,19.2,7.9,83.1,9.9,6.0,2016-09-27T07:22:21,2016-09-27T19:20:40,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,13.7207,50518580,13.9767,13.9988,13.6406,3.09
2016-09-28,"Austin, TX",88.9,64.6,74.6,86.9,64.6,74.3,60.2,65.7,0.0,,11.9,5.2,4.9,9.7,8.0,2016-09-28T07:22:55,2016-09-28T19:19:25,Clear,Clear conditions throughout the day.,clear-day,13.7513,31189844,13.834,13.8833,13.684,3.07
2016-09-29,"Austin, TX",85.3,62.9,72.6,83.6,62.9,72.3,56.0,59.3,0.0,,26.7,12.2,4.2,9.7,9.0,2016-09-29T07:23:30,2016-09-29T19:18:11,Clear,Clear conditions throughout the day.,clear-day,13.38,40710580,13.7067,13.822,13.372,2.98
2016-09-30,"Austin, TX",81.7,59.2,69.2,80.7,59.2,69.2,52.2,56.7,0.0,,13.2,5.9,8.5,9.6,9.0,2016-09-30T07:24:05,2016-09-30T19:16:57,Clear,Clear conditions throughout the day.,clear-day,13.602,38725931,13.4807,13.6653,13.3033,2.84
2016-10-03,"Austin, TX",86.5,61.8,73.7,86.7,61.8,73.9,61.1,67.1,0.0,,16.8,10.5,10.8,9.7,8.0,2016-10-03T07:25:51,2016-10-03T19:13:17,Clear,Clear conditions throughout the day.,clear-day,14.2467,89840085,14.1533,14.3779,13.8833,2.84
2016-10-04,"Austin, TX",92.1,69.7,79.6,97.3,69.7,82.1,68.8,72.1,0.0,,25.1,11.3,52.4,9.4,7.0,2016-10-04T07:26:26,2016-10-04T19:12:04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,14.094,53069268,14.2067,14.2213,13.9213,2.83
2016-10-05,"Austin, TX",92.0,75.6,82.3,98.6,75.6,85.6,72.3,74.0,0.0,,21.3,8.6,48.4,9.7,8.0,2016-10-05T07:27:03,2016-10-05T19:10:52,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,13.8973,28086826,14.1493,14.21,13.8747,2.83
2016-10-06,"Austin, TX",92.4,76.6,82.4,97.4,76.6,85.2,72.9,75.1,0.0,,21.9,13.0,57.0,9.8,6.0,2016-10-06T07:27:39,2016-10-06T19:09:41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,13.4,70469020,13.4973,13.614,13.3473,3.04
2016-10-07,"Austin, TX",88.1,64.9,76.3,92.1,64.9,77.6,68.9,79.3,0.0,,29.2,18.5,54.4,9.5,7.0,2016-10-07T07:28:16,2016-10-07T19:08:30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,13.1073,52342174,13.4,13.4213,13.0533,3.02
2016-10-10,"Austin, TX",84.4,51.3,66.2,81.9,51.3,65.8,46.5,54.2,0.0,,10.1,4.6,6.5,9.8,8.0,2016-10-10T07:30:08,2016-10-10T19:05:00,Clear,Clear conditions throughout the day.,clear-day,13.3967,49670075,13.4233,13.6093,13.3107,3.18
2016-10-11,"Austin, TX",88.6,53.3,70.5,87.1,53.3,70.2,54.0,59.4,0.0,,14.3,6.2,4.2,9.7,8.0,2016-10-11T07:30:46,2016-10-11T19:03:51,Clear,Clear conditions throughout the day.,clear-day,13.34,34901293,13.4567,13.48,13.2207,3.17
2016-10-12,"Austin, TX",90.0,62.7,76.2,93.3,62.7,77.8,64.9,69.7,0.0,,19.9,8.6,13.0,9.7,8.0,2016-10-12T07:31:24,2016-10-12T19:02:43,Clear,Clear conditions throughout the day.,clear-day,13.434,29536470,13.3967,13.592,13.3613,3.17
2016-10-13,"Austin, TX",88.0,71.5,77.6,92.6,71.5,78.6,69.4,77.7,0.084,rain,19.5,7.3,71.8,9.4,6.0,2016-10-13T07:32:03,2016-10-13T19:01:35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,13.3493,37427081,13.3667,13.393,13.1367,3.16
2016-10-14,"Austin, TX",86.1,68.1,75.1,88.3,68.1,75.7,67.0,78.5,0.107,rain,31.1,15.5,61.8,7.4,7.0,2016-10-14T07:32:42,2016-10-14T19:00:28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,13.1007,63982033,13.3773,13.4287,13.0867,3.18
2016-10-17,"Austin, TX",93.2,74.1,81.7,98.5,74.1,83.8,69.8,69.9,0.0,,23.9,11.0,40.9,9.9,7.0,2016-10-17T07:34:42,2016-10-17T18:57:13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,12.9307,67774931,13.1367,13.226,12.8,3.21
2016-10-18,"Austin, TX",91.9,75.6,82.0,98.2,75.6,84.8,71.3,71.7,0.0,,26.6,10.6,62.6,9.9,7.0,2016-10-18T07:35:23,2016-10-18T18:56:09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,13.2733,85140647,13.066,13.298,12.884,3.25
2016-10-19,"Austin, TX",91.1,76.3,82.4,95.9,76.3,85.0,71.7,72.6,0.0,,21.9,8.1,57.0,9.8,5.0,2016-10-19T07:36:04,2016-10-19T18:55:06,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,13.5707,104492723,13.316,13.7773,13.204,3.18
2016-10-20,"Austin, TX",84.1,68.4,75.8,82.7,68.4,75.6,60.7,63.9,0.0,,28.9,18.3,39.9,9.8,5.0,2016-10-20T07:36:45,2016-10-20T18:54:04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,13.2733,76041112,13.4747,13.5333,13.1367,3.12
2016-10-21,"Austin, TX",76.4,55.1,65.0,76.4,55.1,65.0,45.5,51.2,0.0,,23.5,8.9,4.3,9.9,8.0,2016-10-21T07:37:27,2016-10-21T18:53:03,Clear,Clear conditions throughout the day.,clear-day,13.3393,44053598,13.24,13.438,13.1607,2.92
2016-10-24,"Austin, TX",84.7,67.6,74.7,86.2,67.6,75.1,64.5,72.3,0.006,rain,21.9,8.1,35.6,9.9,6.0,2016-10-24T07:39:35,2016-10-24T18:50:06,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,13.5173,41210139,13.4,13.5964,13.35,2.78
2016-10-25,"Austin, TX",83.8,65.2,73.2,83.8,65.2,73.3,62.6,72.0,0.0,,17.9,7.0,53.3,8.9,6.0,2016-10-25T07:40:19,2016-10-25T18:49:09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,13.4893,36631752,13.5267,13.646,13.4133,2.69
2016-10-26,"Austin, TX",85.9,62.4,73.1,86.1,62.4,73.4,61.7,70.0,0.0,,20.8,6.8,31.1,9.7,6.0,2016-10-26T07:41:03,2016-10-26T18:48:13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,13.4827,80203355,13.4,13.546,13.34,2.69
2016-10-27,"Austin, TX",86.6,63.8,73.9,87.3,63.8,74.2,62.3,69.7,0.0,,15.7,8.1,12.1,9.8,6.0,2016-10-27T07:41:48,2016-10-27T18:47:19,Clear,Clear conditions throughout the day.,clear-day,13.6007,196064752,14.0893,14.2467,13.4433,2.72
2016-10-28,"Austin, TX",84.7,59.3,72.0,84.7,59.3,72.1,59.6,66.9,0.0,,16.3,8.9,23.6,9.8,7.0,2016-10-28T07:42:32,2016-10-28T18:46:25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,13.3313,64101808,13.6,13.688,13.322,2.72
2016-10-31,"Austin, TX",83.5,61.4,71.7,83.9,61.4,71.9,62.4,74.7,0.0,,18.3,8.8,29.5,8.9,7.0,2016-10-31T07:44:50,2016-10-31T18:43:51,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,13.182,70369765,13.4993,13.4993,13.054,2.85
2016-11-01,"Austin, TX",89.1,71.6,78.3,92.3,71.6,79.6,69.6,77.3,0.25,rain,24.2,10.4,78.6,9.2,5.0,2016-11-01T07:45:36,2016-11-01T18:43:02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,12.7193,105355057,13.2027,13.2333,12.5403,2.53
2016-11-02,"Austin, TX",87.0,73.3,78.2,91.9,73.3,80.0,71.9,82.3,0.008,rain,28.9,8.6,83.9,9.2,6.0,2016-11-02T07:46:23,2016-11-02T18:42:14,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,12.5347,63633718,12.67,12.8463,12.5003,2.53
2016-11-03,"Austin, TX",79.8,68.3,73.4,79.8,68.3,73.4,69.9,88.8,1.014,rain,33.3,11.0,91.2,9.4,5.0,2016-11-03T07:47:10,2016-11-03T18:41:28,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,12.4947,39668230,12.6,12.7647,12.4693,2.41
2016-11-04,"Austin, TX",72.1,68.2,70.4,72.1,68.2,70.4,66.3,86.8,0.0,,16.6,7.2,99.2,8.8,3.0,2016-11-04T07:47:58,2016-11-04T18:40:43,Overcast,Cloudy skies throughout the day.,cloudy,12.704,77158686,12.6,12.8973,12.3973,2.2
2016-11-07,"Austin, TX",71.5,61.9,66.1,71.5,61.9,66.1,65.0,96.5,0.06,rain,16.8,6.2,94.5,5.3,3.0,2016-11-07T06:50:22,2016-11-07T17:38:36,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,12.8807,57865201,12.906,12.9527,12.67,2.37
2016-11-08,"Austin, TX",69.3,63.3,66.1,69.3,63.3,66.1,63.9,92.6,0.368,rain,19.7,8.8,91.2,8.1,3.0,2016-11-08T06:51:11,2016-11-08T17:37:57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,12.996,48793881,12.9193,13.166,12.7507,2.34
2016-11-09,"Austin, TX",65.0,61.0,63.2,65.0,61.0,63.2,61.1,93.0,0.341,rain,22.4,10.2,96.0,7.3,1.0,2016-11-09T06:52:01,2016-11-09T17:37:19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,12.6707,122496644,12.4583,12.8,12.2633,2.22
2016-11-10,"Austin, TX",70.6,56.3,62.9,70.6,56.3,62.9,55.1,76.9,0.0,,18.3,7.6,42.9,9.7,6.0,2016-11-10T06:52:50,2016-11-10T17:36:42,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,12.3567,101194299,12.7367,12.774,12.028,2.08
2016-11-11,"Austin, TX",73.7,55.3,62.0,73.7,55.3,62.0,56.4,83.2,0.0,,15.0,5.5,39.1,8.9,6.0,2016-11-11T06:53:40,2016-11-11T17:36:07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,12.5707,59806335,12.2827,12.592,12.2,2.08
2016-11-14,"Austin, TX",80.2,56.5,66.1,80.9,56.5,66.2,58.3,78.5,0.0,,19.7,8.9,20.5,7.3,6.0,2016-11-14T06:56:10,2016-11-14T17:34:31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,12.0967,98218646,12.5333,12.55,11.8793,2.26
2016-11-15,"Austin, TX",84.3,57.3,68.1,82.4,57.3,67.8,54.2,65.3,0.0,,12.5,5.7,0.0,9.9,7.0,2016-11-15T06:57:00,2016-11-15T17:34:02,Clear,Clear conditions throughout the day.,clear-day,12.2513,58496116,12.1853,12.4287,12.1367,2.49
2016-11-16,"Austin, TX",85.9,54.0,68.5,83.6,54.0,68.1,51.1,58.2,0.0,,19.7,9.7,0.0,9.9,7.0,2016-11-16T06:57:51,2016-11-16T17:33:34,Clear,Clear conditions throughout the day.,clear-day,12.262,51489994,12.1767,12.3153,12.0807,2.49
2016-11-17,"Austin, TX",82.2,60.1,70.5,82.7,60.1,70.6,60.7,73.4,0.0,,27.1,13.4,50.5,8.8,6.0,2016-11-17T06:58:41,2016-11-17T17:33:09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,12.5773,73214498,12.2327,12.6327,12.1407,2.37
2016-11-18,"Austin, TX",78.8,53.6,67.2,78.8,53.6,67.2,52.1,61.3,0.0,,30.0,13.5,65.7,9.9,3.0,2016-11-18T06:59:32,2016-11-18T17:32:45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,12.3347,78097056,12.71,12.8667,12.3333,2.6
2016-11-21,"Austin, TX",76.9,43.2,59.6,76.9,43.2,59.6,47.0,65.2,0.0,,23.3,11.5,3.9,9.9,6.0,2016-11-21T07:02:04,2016-11-21T17:31:42,Clear,Clear conditions throughout the day.,clear-day,12.3013,65338047,12.336,12.5927,12.294,2.81
2016-11-22,"Austin, TX",76.1,61.2,69.0,76.1,61.2,69.0,63.5,83.1,0.296,rain,31.1,12.2,90.6,9.7,2.0,2016-11-22T07:02:54,2016-11-22T17:31:25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,12.7447,84018528,12.3893,12.7647,12.2473,2.73
2016-11-23,"Austin, TX",71.7,50.3,62.6,71.7,50.3,62.6,51.9,70.8,0.174,rain,27.1,10.8,29.8,9.4,6.0,2016-11-23T07:03:45,2016-11-23T17:31:09,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,12.876,73354238,12.7073,13.0429,12.6,2.76
2016-11-25,"Austin, TX",65.3,55.3,61.0,65.3,55.3,61.0,56.9,86.5,0.026,rain,17.2,9.5,84.6,9.2,3.0,2016-11-25T07:05:25,2016-11-25T17:30:42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,13.11,35491452,12.9093,13.1492,12.9093,2.76
2016-11-28,"Austin, TX",78.2,50.2,69.9,78.2,50.2,69.9,49.8,55.7,0.0,,29.8,16.6,47.5,9.9,6.0,2016-11-28T07:07:54,2016-11-28T17:30:15,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,13.0747,67816196,13.032,13.29,12.97,2.96
2016-11-29,"Austin, TX",78.4,49.2,61.6,78.4,49.2,61.6,41.9,52.2,0.0,,15.9,7.5,27.8,9.9,6.0,2016-11-29T07:08:42,2016-11-29T17:30:10,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,12.638,66529647,13.0373,13.1153,12.6333,3.02
2016-11-30,"Austin, TX",66.5,43.0,55.7,66.5,43.0,55.7,33.2,45.2,0.0,,27.7,11.6,3.5,9.9,6.0,2016-11-30T07:09:31,2016-11-30T17:30:06,Clear,Clear conditions throughout the day.,clear-day,12.6267,53173338,12.7333,12.7927,12.5,3.32
2016-12-01,"Austin, TX",67.9,36.6,52.1,67.9,36.6,52.1,33.7,54.4,0.0,,18.6,10.7,7.7,9.9,6.0,2016-12-01T07:10:19,2016-12-01T17:30:04,Clear,Clear conditions throughout the day.,clear-day,12.1253,76786537,12.55,12.5687,12.0667,3.32
2016-12-02,"Austin, TX",64.3,49.8,55.3,64.3,49.8,55.3,48.7,78.8,0.194,rain,20.6,8.9,85.2,9.5,2.0,2016-12-02T07:11:07,2016-12-02T17:30:04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,12.098,60602985,12.192,12.3253,12.0,3.44
2016-12-05,"Austin, TX",52.2,48.0,49.8,52.2,44.4,48.3,48.1,94.1,0.602,rain,20.1,9.9,95.2,6.4,1.0,2016-12-05T07:13:26,2016-12-05T17:30:13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,12.4533,61042169,12.1673,12.5927,12.1673,3.44
2016-12-06,"Austin, TX",57.7,44.1,50.1,57.7,44.1,49.9,45.8,85.8,0.0,,26.2,13.2,40.8,9.3,6.0,2016-12-06T07:14:11,2016-12-06T17:30:19,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,12.39,50840450,12.368,12.4387,12.1788,3.75
2016-12-07,"Austin, TX",55.4,39.4,48.4,55.4,39.3,48.2,44.5,86.8,0.0,,18.3,10.1,65.2,7.4,5.0,2016-12-07T07:14:56,2016-12-07T17:30:27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,12.8767,81856024,12.41,12.8933,12.3333,3.8
